"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"French","27010400",2012-08-20,"TRPD",387,128.92,"mpn","Y","ecoli_30dayGM"
"Parkers","27010700",2012-08-20,"TRPD",68,161.62,"mpn","Y","ecoli_30dayGM"
"Fish","27011800",2012-08-20,"TRPD",2421,56.74,"mpn","Y","ecoli_1dayGM"
"Auburn","10004400",2012-08-20,"TRPD",1,1,"mpn","N",""
"Bryant","27006700",2012-08-20,"TRPD",9,16.14,"mpn","N",""
"Medicine East","27010400",2012-08-20,"TRPD",225,70.78,"mpn","N",""
"Medicine West","27010400",2012-08-20,"TRPD",1,3.81,"mpn","N",""
"Baker - Camp","27017600",2012-08-20,"TRPD",1,2.44,"mpn","N",""
"Baker - Main","27017600",2012-08-20,"TRPD",2,3.9,"mpn","N",""
"Rebecca","27019200",2012-08-20,"TRPD",1,11.12,"mpn","N",""
"Cleary","70002200",2012-08-21,"TRPD",126,25.62,"mpn","N",""
"Cedar","70009100",2012-08-21,"TRPD",7,2.29,"mpn","N",""
"French","27010400",2012-08-23,"TRPD",44,128.44,"mpn","Y","ecoli_30dayGM"
"Fish","27011800",2012-08-23,"TRPD",18,54.51,"mpn","N",""
"French","27010400",2012-08-27,"TRPD",101,137.2,"mpn","Y","ecoli_30dayGM"
"Medicine East","27010400",2012-08-27,"TRPD",613,138.99,"mpn","Y","ecoli_30dayGM"
"Parkers","27010700",2012-08-27,"TRPD",488,177.2,"mpn","Y","ecoli_30dayGM"
"Auburn","10004400",2012-08-27,"TRPD",39,2.08,"mpn","N",""
"Bryant","27006700",2012-08-27,"TRPD",138,20.2,"mpn","N",""
"Medicine West","27010400",2012-08-27,"TRPD",109,7.05,"mpn","N",""
"Fish","27011800",2012-08-27,"TRPD",291,106.96,"mpn","N",""
"Baker - Camp","27017600",2012-08-27,"TRPD",1,2.44,"mpn","N",""
"Baker - Main","27017600",2012-08-27,"TRPD",1,3.9,"mpn","N",""
"Rebecca","27019200",2012-08-27,"TRPD",8,9.56,"mpn","N",""
"Cleary","70002200",2012-08-27,"TRPD",52,25.93,"mpn","N",""
"Cedar","70009100",2012-08-27,"TRPD",34,2.99,"mpn","N",""
"French","27010400",2012-08-28,"TRPD",3,92,"mpn","N",""
"Parkers","27010700",2013-05-20,"TRPD",1986,NA,"mpn","Y","ecoli_1dayGM"
"Bryant","27006700",2013-05-20,"TRPD",91,NA,"mpn","N",""
"French","27010400",2013-05-20,"TRPD",365,NA,"mpn","N",""
"Medicine East","27010400",2013-05-20,"TRPD",58,NA,"mpn","N",""
"Medicine West","27010400",2013-05-20,"TRPD",201,NA,"mpn","N",""
"Fish","27011800",2013-05-20,"TRPD",20,NA,"mpn","N",""
"Baker - Camp","27017600",2013-05-20,"TRPD",12,NA,"mpn","N",""
"Baker - Main","27017600",2013-05-20,"TRPD",0.5,NA,"mpn","N",""
"Rebecca","27019200",2013-05-20,"TRPD",22,NA,"mpn","N",""
"Cleary","70002200",2013-05-20,"TRPD",69,NA,"mpn","N",""
"Auburn","10004400",2013-05-23,"TRPD",70,NA,"mpn","N",""
"French","27010400",2013-05-23,"TRPD",9,NA,"mpn","N",""
"Medicine West","27010400",2013-05-23,"TRPD",45,NA,"mpn","N",""
"Parkers","27010700",2013-05-23,"TRPD",58,NA,"mpn","N",""
"Auburn","10004400",2013-05-28,"TRPD",0.5,NA,"mpn","N",""
"Bryant","27006700",2013-05-28,"TRPD",45,NA,"mpn","N",""
"French","27010400",2013-05-28,"TRPD",30,NA,"mpn","N",""
"Medicine East","27010400",2013-05-28,"TRPD",8,NA,"mpn","N",""
"Medicine West","27010400",2013-05-28,"TRPD",8,NA,"mpn","N",""
"Parkers","27010700",2013-05-28,"TRPD",4,NA,"mpn","N",""
"Fish","27011800",2013-05-28,"TRPD",1,NA,"mpn","N",""
"Baker - Camp","27017600",2013-05-28,"TRPD",0.5,NA,"mpn","N",""
"Baker - Main","27017600",2013-05-28,"TRPD",1,NA,"mpn","N",""
"Rebecca","27019200",2013-05-28,"TRPD",2,NA,"mpn","N",""
"Cleary","70002200",2013-05-28,"TRPD",13,NA,"mpn","N",""
"Cedar","70009100",2013-05-28,"TRPD",0.5,NA,"mpn","N",""
"Auburn","10004400",2013-06-03,"TRPD",0.5,NA,"mpn","N",""
"Bryant","27006700",2013-06-03,"TRPD",64,NA,"mpn","N",""
"French","27010400",2013-06-03,"TRPD",16,NA,"mpn","N",""
"Medicine East","27010400",2013-06-03,"TRPD",4,NA,"mpn","N",""
"Medicine West","27010400",2013-06-03,"TRPD",14,NA,"mpn","N",""
"Parkers","27010700",2013-06-03,"TRPD",2,NA,"mpn","N",""
"Fish","27011800",2013-06-03,"TRPD",0.5,NA,"mpn","N",""
"Baker - Camp","27017600",2013-06-03,"TRPD",0.5,NA,"mpn","N",""
"Baker - Main","27017600",2013-06-03,"TRPD",0.5,NA,"mpn","N",""
"Rebecca","27019200",2013-06-03,"TRPD",0.5,NA,"mpn","N",""
"Cleary","70002200",2013-06-04,"TRPD",6,NA,"mpn","N",""
"Cedar","70009100",2013-06-04,"TRPD",0.5,NA,"mpn","N",""
"Medicine West","27010400",2013-06-10,"TRPD",2421,75.5,"mpn","Y","ecoli_1dayGM"
"Auburn","10004400",2013-06-10,"TRPD",2,NA,"mpn","N",""
"Bryant","27006700",2013-06-10,"TRPD",10,NA,"mpn","N",""
"French","27010400",2013-06-10,"TRPD",59,39.24,"mpn","N",""
"Medicine East","27010400",2013-06-10,"TRPD",40,NA,"mpn","N",""
"Parkers","27010700",2013-06-10,"TRPD",16,27.15,"mpn","N",""
"Fish","27011800",2013-06-10,"TRPD",5,NA,"mpn","N",""
"Baker - Camp","27017600",2013-06-10,"TRPD",236,NA,"mpn","N",""
"Baker - Main","27017600",2013-06-10,"TRPD",14,NA,"mpn","N",""
"Rebecca","27019200",2013-06-10,"TRPD",2,NA,"mpn","N",""
"Cleary","70002200",2013-06-10,"TRPD",11,NA,"mpn","N",""
"Cedar","70009100",2013-06-10,"TRPD",0.5,NA,"mpn","N",""
"Medicine West","27010400",2013-06-13,"TRPD",66,60.42,"mpn","N",""
"Auburn","10004400",2013-06-17,"TRPD",2,2.34,"mpn","N",""
"Bryant","27006700",2013-06-17,"TRPD",5,26.51,"mpn","N",""
"French","27010400",2013-06-17,"TRPD",74,43.62,"mpn","N",""
"Medicine East","27010400",2013-06-17,"TRPD",86,22.96,"mpn","N",""
"Medicine West","27010400",2013-06-17,"TRPD",142,76.03,"mpn","N",""
"Parkers","27010700",2013-06-17,"TRPD",71,13.94,"mpn","N",""
"Fish","27011800",2013-06-17,"TRPD",2,2.51,"mpn","N",""
"Baker - Camp","27017600",2013-06-17,"TRPD",9,5.77,"mpn","N",""
"Baker - Main","27017600",2013-06-17,"TRPD",13,2.15,"mpn","N",""
"Rebecca","27019200",2013-06-17,"TRPD",2,2.45,"mpn","N",""
"Cleary","70002200",2013-06-18,"TRPD",45,19.28,"mpn","N",""
"Cedar","70009100",2013-06-18,"TRPD",2,NA,"mpn","N",""
"Auburn","10004400",2013-06-24,"TRPD",16,1.74,"mpn","N",""
"Bryant","27006700",2013-06-24,"TRPD",57,24.15,"mpn","N",""
"French","27010400",2013-06-24,"TRPD",63,32.55,"mpn","N",""
"Medicine East","27010400",2013-06-24,"TRPD",99,25.55,"mpn","N",""
"Medicine West","27010400",2013-06-24,"TRPD",70,117.33,"mpn","N",""
"Parkers","27010700",2013-06-24,"TRPD",33,12.46,"mpn","N",""
"Fish","27011800",2013-06-24,"TRPD",22,2.56,"mpn","N",""
"Baker - Camp","27017600",2013-06-24,"TRPD",20,6.39,"mpn","N",""
"Baker - Main","27017600",2013-06-24,"TRPD",24,4.65,"mpn","N",""
"Rebecca","27019200",2013-06-24,"TRPD",179,1.32,"mpn","N",""
"Cleary","70002200",2013-06-24,"TRPD",16,14.39,"mpn","N",""
"Cedar","70009100",2013-06-24,"TRPD",3,0.94,"mpn","N",""
"Medicine West","27010400",2013-07-01,"TRPD",36,141.72,"mpn","Y","ecoli_30dayGM"
"Auburn","10004400",2013-07-01,"TRPD",2,2.3,"mpn","N",""
"Bryant","27006700",2013-07-01,"TRPD",16,19.63,"mpn","N",""
"French","27010400",2013-07-01,"TRPD",687,67.03,"mpn","N",""
"Medicine East","27010400",2013-07-01,"TRPD",14,28.58,"mpn","N",""
"Parkers","27010700",2013-07-01,"TRPD",5,13.03,"mpn","N",""
"Fish","27011800",2013-07-01,"TRPD",8,3.88,"mpn","N",""
"Baker - Camp","27017600",2013-07-01,"TRPD",2,8.43,"mpn","N",""
"Baker - Main","27017600",2013-07-01,"TRPD",0.5,4.05,"mpn","N",""
"Rebecca","27019200",2013-07-01,"TRPD",2,1.32,"mpn","N",""
"Medicine West","27010400",2013-07-02,"TRPD",64,68.53,"mpn","N",""
"Cleary","70002200",2013-07-02,"TRPD",4,11.37,"mpn","N",""
"Cedar","70009100",2013-07-02,"TRPD",1,1.08,"mpn","N",""
"Rebecca","27019200",2013-07-08,"TRPD",1733,6.74,"mpn","Y","ecoli_1dayGM"
"Auburn","10004400",2013-07-08,"TRPD",3,3.29,"mpn","N",""
"Bryant","27006700",2013-07-08,"TRPD",10,13.55,"mpn","N",""
"French","27010400",2013-07-08,"TRPD",33,68.1,"mpn","N",""
"Medicine East","27010400",2013-07-08,"TRPD",16,37.71,"mpn","N",""
"Medicine West","27010400",2013-07-08,"TRPD",7,43.75,"mpn","N",""
"Parkers","27010700",2013-07-08,"TRPD",15,19.49,"mpn","N",""
"Fish","27011800",2013-07-08,"TRPD",161,12.32,"mpn","N",""
"Baker - Camp","27017600",2013-07-08,"TRPD",9,15.02,"mpn","N",""
"Baker - Main","27017600",2013-07-08,"TRPD",23,8.71,"mpn","N",""
"Cleary","70002200",2013-07-08,"TRPD",5,10.96,"mpn","N",""
"Cedar","70009100",2013-07-08,"TRPD",0.5,1.08,"mpn","N",""
"Rebecca","27019200",2013-07-09,"TRPD",3,7.3,"mpn","N",""
"Auburn","10004400",2013-07-15,"TRPD",1,2.86,"mpn","N",""
"Bryant","27006700",2013-07-15,"TRPD",57,19.19,"mpn","N",""
"French","27010400",2013-07-15,"TRPD",82,89.42,"mpn","N",""
"Medicine East","27010400",2013-07-15,"TRPD",43,38.26,"mpn","N",""
"Medicine West","27010400",2013-07-15,"TRPD",19,29.26,"mpn","N",""
"Parkers","27010700",2013-07-15,"TRPD",40,23.41,"mpn","N",""
"Fish","27011800",2013-07-15,"TRPD",13,14.91,"mpn","N",""
"Baker - Camp","27017600",2013-07-15,"TRPD",10,7.98,"mpn","N",""
"Baker - Main","27017600",2013-07-15,"TRPD",4,6.78,"mpn","N",""
"Rebecca","27019200",2013-07-15,"TRPD",6,9.1,"mpn","N",""
"Cedar","70009100",2013-07-15,"TRPD",0.5,1.08,"mpn","N",""
"Cleary","70002200",2013-07-16,"TRPD",50,14.84,"mpn","N",""
"Auburn","10004400",2013-07-22,"TRPD",2,2.86,"mpn","N",""
"Bryant","27006700",2013-07-22,"TRPD",5,19.19,"mpn","N",""
"French","27010400",2013-07-22,"TRPD",47,86.1,"mpn","N",""
"Medicine East","27010400",2013-07-22,"TRPD",24,29.64,"mpn","N",""
"Medicine West","27010400",2013-07-22,"TRPD",1,12.51,"mpn","N",""
"Parkers","27010700",2013-07-22,"TRPD",12,16.4,"mpn","N",""
"Fish","27011800",2013-07-22,"TRPD",291,40.37,"mpn","N",""
"Baker - Camp","27017600",2013-07-22,"TRPD",0.5,4.48,"mpn","N",""
"Baker - Main","27017600",2013-07-22,"TRPD",0.5,3.53,"mpn","N",""
"Rebecca","27019200",2013-07-22,"TRPD",2,10.45,"mpn","N",""
"Cleary","70002200",2013-07-22,"TRPD",27,13.4,"mpn","N",""
"Cedar","70009100",2013-07-22,"TRPD",0.5,0.82,"mpn","N",""
"Auburn","10004400",2013-07-29,"TRPD",0.5,1.43,"mpn","N",""
"Bryant","27006700",2013-07-29,"TRPD",3,10.65,"mpn","N",""
"French","27010400",2013-07-29,"TRPD",58,82.67,"mpn","N",""
"Medicine East","27010400",2013-07-29,"TRPD",11,19.1,"mpn","N",""
"Medicine West","27010400",2013-07-29,"TRPD",2,7.02,"mpn","N",""
"Parkers","27010700",2013-07-29,"TRPD",34,16.5,"mpn","N",""
"Fish","27011800",2013-07-29,"TRPD",59,49.17,"mpn","N",""
"Baker - Camp","27017600",2013-07-29,"TRPD",0.5,2.14,"mpn","N",""
"Baker - Main","27017600",2013-07-29,"TRPD",0.5,1.63,"mpn","N",""
"Rebecca","27019200",2013-07-29,"TRPD",10,14.42,"mpn","N",""
"Cleary","70002200",2013-07-30,"TRPD",1,7.7,"mpn","N",""
"Cedar","70009100",2013-07-30,"TRPD",0.5,0.57,"mpn","N",""
"Auburn","10004400",2013-08-05,"TRPD",15,2.14,"mpn","N",""
"Bryant","27006700",2013-08-05,"TRPD",0.5,5.32,"mpn","N",""
"French","27010400",2013-08-05,"TRPD",214,101.36,"mpn","N",""
"Medicine East","27010400",2013-08-05,"TRPD",88,27.59,"mpn","N",""
"Parkers","27010700",2013-08-05,"TRPD",105,30.34,"mpn","N",""
"Fish","27011800",2013-08-05,"TRPD",144,87.65,"mpn","N",""
"Baker - Camp","27017600",2013-08-05,"TRPD",10,2.95,"mpn","N",""
"Baker - Main","27017600",2013-08-05,"TRPD",0.5,1.63,"mpn","N",""
"Rebecca","27019200",2013-08-05,"TRPD",5,4.48,"mpn","N",""
"Cleary","70002200",2013-08-05,"TRPD",37,12.01,"mpn","N",""
"Cedar","70009100",2013-08-05,"TRPD",5,0.79,"mpn","N",""
"Medicine West","27010400",2013-08-05,"TRPD",1,1.33,"mpn","N",""
"Auburn","10004400",2013-08-12,"TRPD",1,1.72,"mpn","N",""
"Bryant","27006700",2013-08-12,"TRPD",4,4.43,"mpn","N",""
"French","27010400",2013-08-12,"TRPD",118,75.57,"mpn","N",""
"Medicine East","27010400",2013-08-12,"TRPD",1120,64.53,"mpn","N",""
"Medicine West","27010400",2013-08-12,"TRPD",2,3.51,"mpn","N",""
"Parkers","27010700",2013-08-12,"TRPD",96,43.98,"mpn","N",""
"Fish","27011800",2013-08-12,"TRPD",46,68.23,"mpn","N",""
"Baker - Camp","27017600",2013-08-12,"TRPD",18,3.39,"mpn","N",""
"Baker - Main","27017600",2013-08-12,"TRPD",2,1,"mpn","N",""
"Rebecca","27019200",2013-08-12,"TRPD",3,4.48,"mpn","N",""
"Cleary","70002200",2013-08-13,"TRPD",108,22.2,"mpn","N",""
"Cedar","70009100",2013-08-13,"TRPD",4,1.2,"mpn","N",""
"Auburn","10004400",2013-08-19,"TRPD",17,3.03,"mpn","N",""
"Bryant","27006700",2013-08-19,"TRPD",2,2.27,"mpn","N",""
"French","27010400",2013-08-19,"TRPD",9,60.86,"mpn","N",""
"Medicine East","27010400",2013-08-19,"TRPD",66,70.3,"mpn","N",""
"Medicine West","27010400",2013-08-19,"TRPD",0.5,2.07,"mpn","N",""
"Parkers","27010700",2013-08-19,"TRPD",77,50.13,"mpn","N",""
"Fish","27011800",2013-08-19,"TRPD",172,114.36,"mpn","N",""
"Baker - Camp","27017600",2013-08-19,"TRPD",30,4.23,"mpn","N",""
"Baker - Main","27017600",2013-08-19,"TRPD",5,1.05,"mpn","N",""
"Rebecca","27019200",2013-08-19,"TRPD",160,8.63,"mpn","N",""
"Cleary","70002200",2013-08-19,"TRPD",16,17.68,"mpn","N",""
"Cedar","70009100",2013-08-19,"TRPD",4,1.82,"mpn","N",""
"Auburn","10004400",2013-08-26,"TRPD",3,3.28,"mpn","N",""
"Bryant","27006700",2013-08-26,"TRPD",114,4.24,"mpn","N",""
"French","27010400",2013-08-26,"TRPD",24,49.59,"mpn","N",""
"Fish","27011800",2013-08-26,"TRPD",179,103.77,"mpn","N",""
"Baker - Camp","27017600",2013-08-26,"TRPD",24,9.17,"mpn","N",""
"Baker - Main","27017600",2013-08-26,"TRPD",4,1.58,"mpn","N",""
"Rebecca","27019200",2013-08-26,"TRPD",102,18.96,"mpn","N",""
"Cleary","70002200",2013-08-27,"TRPD",152,24.98,"mpn","N",""
"Cedar","70009100",2013-08-27,"TRPD",20,3.81,"mpn","N",""
"Auburn","10004400",2014-05-19,"TRPD",3,NA,"mpn","N",""
"Bryant","27006700",2014-05-19,"TRPD",2,NA,"mpn","N",""
"French","27010400",2014-05-19,"TRPD",45,NA,"mpn","N",""
"Medicine East","27010400",2014-05-19,"TRPD",7,NA,"mpn","N",""
"Medicine West","27010400",2014-05-19,"TRPD",18,NA,"mpn","N",""
"Parkers","27010700",2014-05-19,"TRPD",3,NA,"mpn","N",""
"Fish","27011800",2014-05-19,"TRPD",5,NA,"mpn","N",""
"Baker - Camp","27017600",2014-05-19,"TRPD",0.5,NA,"mpn","N",""
"Baker - Main","27017600",2014-05-19,"TRPD",1,NA,"mpn","N",""
"Rebecca","27019200",2014-05-19,"TRPD",6,NA,"mpn","N",""
"Cleary","70002200",2014-05-20,"TRPD",20,NA,"mpn","N",""
"Auburn","10004400",2014-05-27,"TRPD",10,NA,"mpn","N",""
"Bryant","27006700",2014-05-27,"TRPD",11,NA,"mpn","N",""
"French","27010400",2014-05-27,"TRPD",37,NA,"mpn","N",""
"Medicine East","27010400",2014-05-27,"TRPD",20,NA,"mpn","N",""
"Medicine West","27010400",2014-05-27,"TRPD",435,NA,"mpn","N",""
"Parkers","27010700",2014-05-27,"TRPD",4,NA,"mpn","N",""
"Fish","27011800",2014-05-27,"TRPD",4,NA,"mpn","N",""
"Baker - Camp","27017600",2014-05-27,"TRPD",88,NA,"mpn","N",""
"Baker - Main","27017600",2014-05-27,"TRPD",2,NA,"mpn","N",""
"Rebecca","27019200",2014-05-27,"TRPD",14,NA,"mpn","N",""
"Cleary","70002200",2014-05-27,"TRPD",6,NA,"mpn","N",""
"Auburn","10004400",2014-06-02,"TRPD",40,NA,"mpn","N",""
"Bryant","27006700",2014-06-02,"TRPD",86,NA,"mpn","N",""
"French","27010400",2014-06-02,"TRPD",36,NA,"mpn","N",""
"Medicine East","27010400",2014-06-02,"TRPD",152,NA,"mpn","N",""
"Medicine West","27010400",2014-06-02,"TRPD",435,NA,"mpn","N",""
"Parkers","27010700",2014-06-02,"TRPD",115,NA,"mpn","N",""
"Fish","27011800",2014-06-02,"TRPD",115,NA,"mpn","N",""
"Baker - Camp","27017600",2014-06-02,"TRPD",35,NA,"mpn","N",""
"Baker - Main","27017600",2014-06-02,"TRPD",26,NA,"mpn","N",""
"Rebecca","27019200",2014-06-02,"TRPD",6,NA,"mpn","N",""
"Cleary","70002200",2014-06-03,"TRPD",138,NA,"mpn","N",""
"Cedar","70009100",2014-06-03,"TRPD",93,NA,"mpn","N",""
"Auburn","10004400",2014-06-09,"TRPD",0.5,NA,"mpn","N",""
"Bryant","27006700",2014-06-09,"TRPD",3,NA,"mpn","N",""
"French","27010400",2014-06-09,"TRPD",11,NA,"mpn","N",""
"Medicine East","27010400",2014-06-09,"TRPD",20,NA,"mpn","N",""
"Medicine West","27010400",2014-06-09,"TRPD",5,NA,"mpn","N",""
"Parkers","27010700",2014-06-09,"TRPD",2,NA,"mpn","N",""
"Fish","27011800",2014-06-09,"TRPD",3,NA,"mpn","N",""
"Baker - Camp","27017600",2014-06-09,"TRPD",0.5,NA,"mpn","N",""
"Baker - Main","27017600",2014-06-09,"TRPD",0.5,NA,"mpn","N",""
"Rebecca","27019200",2014-06-09,"TRPD",14,NA,"mpn","N",""
"Cleary","70002200",2014-06-09,"TRPD",69,NA,"mpn","N",""
"Cedar","70009100",2014-06-10,"TRPD",1,NA,"mpn","N",""
"Auburn","10004400",2014-06-16,"TRPD",13,6,"mpn","N",""
"Bryant","27006700",2014-06-16,"TRPD",101,14.18,"mpn","N",""
"French","27010400",2014-06-16,"TRPD",46,31.36,"mpn","N",""
"Medicine East","27010400",2014-06-16,"TRPD",44,28.48,"mpn","N",""
"Medicine West","27010400",2014-06-16,"TRPD",102,70.46,"mpn","N",""
"Parkers","27010700",2014-06-16,"TRPD",18,8.69,"mpn","N",""
"Fish","27011800",2014-06-16,"TRPD",10,9.28,"mpn","N",""
"Baker - Camp","27017600",2014-06-16,"TRPD",2,4.34,"mpn","N",""
"Baker - Main","27017600",2014-06-16,"TRPD",0.5,1.67,"mpn","N",""
"Rebecca","27019200",2014-06-16,"TRPD",2,6.76,"mpn","N",""
"Cleary","70002200",2014-06-17,"TRPD",276,50.09,"mpn","N",""
"Cedar","70009100",2014-06-17,"TRPD",3,NA,"mpn","N",""
"Auburn","10004400",2014-06-23,"TRPD",4,6.36,"mpn","N",""
"Bryant","27006700",2014-06-23,"TRPD",24,23.31,"mpn","N",""
"French","27010400",2014-06-23,"TRPD",8,24.97,"mpn","N",""
"Medicine East","27010400",2014-06-23,"TRPD",2,22.17,"mpn","N",""
"Medicine West","27010400",2014-06-23,"TRPD",179,111.55,"mpn","N",""
"Parkers","27010700",2014-06-23,"TRPD",12,11.47,"mpn","N",""
"Fish","27011800",2014-06-23,"TRPD",34,13.62,"mpn","N",""
"Baker - Camp","27017600",2014-06-23,"TRPD",16,8.68,"mpn","N",""
"Baker - Main","27017600",2014-06-23,"TRPD",5,2.3,"mpn","N",""
"Cleary","70002200",2014-06-23,"TRPD",75,65.25,"mpn","N",""
"Cedar","70009100",2014-06-23,"TRPD",16,NA,"mpn","N",""
"Rebecca","27019200",2014-06-24,"TRPD",0.5,4.72,"mpn","N",""
"Auburn","10004400",2014-06-30,"TRPD",5,5.54,"mpn","N",""
"Bryant","27006700",2014-06-30,"TRPD",11,23.31,"mpn","N",""
"French","27010400",2014-06-30,"TRPD",20,21.82,"mpn","N",""
"Medicine East","27010400",2014-06-30,"TRPD",60,27.61,"mpn","N",""
"Medicine West","27010400",2014-06-30,"TRPD",26,63.5,"mpn","N",""
"Parkers","27010700",2014-06-30,"TRPD",12,14.29,"mpn","N",""
"Fish","27011800",2014-06-30,"TRPD",4,13.62,"mpn","N",""
"Baker - Camp","27017600",2014-06-30,"TRPD",1,3.55,"mpn","N",""
"Baker - Main","27017600",2014-06-30,"TRPD",2,2.3,"mpn","N",""
"Rebecca","27019200",2014-06-30,"TRPD",6,3.99,"mpn","N",""
"Cleary","70002200",2014-07-01,"TRPD",56,101.99,"mpn","N",""
"Cedar","70009100",2014-07-01,"TRPD",4,7.09,"mpn","N",""
"Auburn","10004400",2014-07-07,"TRPD",1,2.65,"mpn","N",""
"Bryant","27006700",2014-07-07,"TRPD",3,11.91,"mpn","N",""
"French","27010400",2014-07-07,"TRPD",42,22.28,"mpn","N",""
"Medicine East","27010400",2014-07-07,"TRPD",44,21.55,"mpn","N",""
"Medicine West","27010400",2014-07-07,"TRPD",3,23.47,"mpn","N",""
"Parkers","27010700",2014-07-07,"TRPD",0.5,4.82,"mpn","N",""
"Fish","27011800",2014-07-07,"TRPD",3,6.57,"mpn","N",""
"Baker - Camp","27017600",2014-07-07,"TRPD",1,1.74,"mpn","N",""
"Baker - Main","27017600",2014-07-07,"TRPD",0.5,1.05,"mpn","N",""
"Rebecca","27019200",2014-07-07,"TRPD",1,2.79,"mpn","N",""
"Cleary","70002200",2014-07-07,"TRPD",49,82.92,"mpn","N",""
"Cedar","70009100",2014-07-07,"TRPD",0.5,2.49,"mpn","N",""
"Auburn","10004400",2014-07-14,"TRPD",6,4.35,"mpn","N",""
"Bryant","27006700",2014-07-14,"TRPD",3,11.91,"mpn","N",""
"French","27010400",2014-07-14,"TRPD",48,23.38,"mpn","N",""
"Medicine East","27010400",2014-07-14,"TRPD",125,31.09,"mpn","N",""
"Medicine West","27010400",2014-07-14,"TRPD",41,35.75,"mpn","N",""
"Parkers","27010700",2014-07-14,"TRPD",11,6.77,"mpn","N",""
"Fish","27011800",2014-07-14,"TRPD",44,11.24,"mpn","N",""
"Baker - Camp","27017600",2014-07-14,"TRPD",37,4.12,"mpn","N",""
"Baker - Main","27017600",2014-07-14,"TRPD",12,1.97,"mpn","N",""
"Rebecca","27019200",2014-07-14,"TRPD",6,2.35,"mpn","N",""
"Cleary","70002200",2014-07-15,"TRPD",37,73.2,"mpn","N",""
"Cedar","70009100",2014-07-15,"TRPD",7,3.68,"mpn","N",""
"Auburn","10004400",2014-07-21,"TRPD",0.5,2.27,"mpn","N",""
"Bryant","27006700",2014-07-21,"TRPD",14,8.02,"mpn","N",""
"French","27010400",2014-07-21,"TRPD",86,32.93,"mpn","N",""
"Medicine East","27010400",2014-07-21,"TRPD",99,36.56,"mpn","N",""
"Medicine West","27010400",2014-07-21,"TRPD",276,43.62,"mpn","N",""
"Parkers","27010700",2014-07-21,"TRPD",26,7.29,"mpn","N",""
"Fish","27011800",2014-07-21,"TRPD",36,14.52,"mpn","N",""
"Baker - Camp","27017600",2014-07-21,"TRPD",111,9.19,"mpn","N",""
"Baker - Main","27017600",2014-07-21,"TRPD",79,5.43,"mpn","N",""
"Rebecca","27019200",2014-07-21,"TRPD",29,4.02,"mpn","N",""
"Cleary","70002200",2014-07-21,"TRPD",20,43.3,"mpn","N",""
"Cedar","70009100",2014-07-21,"TRPD",0.5,2.57,"mpn","N",""
"Auburn","10004400",2014-07-27,"TRPD",1,1.72,"mpn","N",""
"Parkers","27010700",2014-07-27,"TRPD",16,7.72,"mpn","N",""
"Auburn","10004400",2014-07-28,"TRPD",10,1.97,"mpn","N",""
"Bryant","27006700",2014-07-28,"TRPD",1,4.25,"mpn","N",""
"French","27010400",2014-07-28,"TRPD",11,25.95,"mpn","N",""
"Medicine East","27010400",2014-07-28,"TRPD",71,74.66,"mpn","N",""
"Medicine West","27010400",2014-07-28,"TRPD",15,26.57,"mpn","N",""
"Parkers","27010700",2014-07-28,"TRPD",10,7.45,"mpn","N",""
"Fish","27011800",2014-07-28,"TRPD",649,26.2,"mpn","N",""
"Baker - Camp","27017600",2014-07-29,"TRPD",2420,25.09,"mpn","Y","ecoli_1dayGM"
"Baker - Main","27017600",2014-07-29,"TRPD",1300,16.53,"mpn","Y","ecoli_1dayGM"
"Rebecca","27019200",2014-07-29,"TRPD",2,4.61,"mpn","N",""
"Cleary","70002200",2014-07-29,"TRPD",72,42.95,"mpn","N",""
"Cedar","70009100",2014-07-29,"TRPD",5,2.04,"mpn","N",""
"Baker - Camp","27017600",2014-07-31,"TRPD",488,86.53,"mpn","N",""
"Baker - Main","27017600",2014-07-31,"TRPD",613,51.93,"mpn","N",""
"Baker - Camp","27017600",2014-08-04,"TRPD",119,225.04,"mpn","Y","ecoli_30dayGM"
"Baker - Main","27017600",2014-08-04,"TRPD",166,165.83,"mpn","Y","ecoli_30dayGM"
"Auburn","10004400",2014-08-04,"TRPD",9,3.06,"mpn","N",""
"Bryant","27006700",2014-08-04,"TRPD",8,3.99,"mpn","N",""
"French","27010400",2014-08-04,"TRPD",980,57.82,"mpn","N",""
"Medicine East","27010400",2014-08-04,"TRPD",22,61.09,"mpn","N",""
"Medicine West","27010400",2014-08-04,"TRPD",6,19.82,"mpn","N",""
"Parkers","27010700",2014-08-04,"TRPD",866,33.08,"mpn","N",""
"Fish","27011800",2014-08-04,"TRPD",62,45.32,"mpn","N",""
"Rebecca","27019200",2014-08-04,"TRPD",11,5.21,"mpn","N",""
"Cleary","70002200",2014-08-04,"TRPD",6,27.48,"mpn","N",""
"Cedar","70009100",2014-08-04,"TRPD",5,2.13,"mpn","N",""
"Baker - Camp","27017600",2014-08-05,"TRPD",131,289.78,"mpn","Y","ecoli_30dayGM"
"Baker - Main","27017600",2014-08-05,"TRPD",64,231.77,"mpn","Y","ecoli_30dayGM"
"Baker - Camp","27017600",2014-08-06,"TRPD",101,284.36,"mpn","Y","ecoli_30dayGM"
