"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"McCarrons","62005400",2008-08-26,"RamseyCo",5.7,52.9,"mpn","N",""
"Owasso","62005600",2008-08-26,"RamseyCo",1.4,2.3,"mpn","N",""
"Josephine","62005700",2008-08-26,"RamseyCo",1.8,4.1,"mpn","N",""
"Turtle","62006100",2008-08-26,"RamseyCo",3.5,6.4,"mpn","N",""
"Long","62006700",2008-08-26,"RamseyCo",2.9,3.7,"mpn","N",""
"Snail","62007300",2008-08-26,"RamseyCo",4.9,3,"mpn","N",""
"Johanna","62007800",2008-08-26,"RamseyCo",2,4,"mpn","N",""
"White Bear","82016700",2008-08-26,"RamseyCo",8.3,1.7,"mpn","N",""
"Mahtomedi","82016700",2008-09-02,"RamseyCo",3.6,4.5,"mpn","N",""
"Gervais","62000700",2009-05-19,"RamseyCo",85.1,NA,"mpn","N",""
"Phalen","62001300",2009-05-19,"RamseyCo",1,NA,"mpn","N",""
"McCarrons","62005400",2009-05-19,"RamseyCo",2,NA,"mpn","N",""
"Owasso","62005600",2009-05-19,"RamseyCo",14.9,NA,"mpn","N",""
"Josephine","62005700",2009-05-19,"RamseyCo",1,NA,"mpn","N",""
"Turtle","62006100",2009-05-19,"RamseyCo",2,NA,"mpn","N",""
"Long","62006700",2009-05-19,"RamseyCo",1,NA,"mpn","N",""
"Snail","62007300",2009-05-19,"RamseyCo",2.3,NA,"mpn","N",""
"Johanna","62007800",2009-05-19,"RamseyCo",1,NA,"mpn","N",""
"Gervais","62000700",2009-05-26,"RamseyCo",2.4,NA,"mpn","N",""
"Phalen","62001300",2009-05-26,"RamseyCo",1.8,NA,"mpn","N",""
"McCarrons","62005400",2009-05-26,"RamseyCo",58.3,NA,"mpn","N",""
"Owasso","62005600",2009-05-26,"RamseyCo",2.9,NA,"mpn","N",""
"Josephine","62005700",2009-05-26,"RamseyCo",2.5,NA,"mpn","N",""
"Turtle","62006100",2009-05-26,"RamseyCo",22.3,NA,"mpn","N",""
"Long","62006700",2009-05-26,"RamseyCo",1.4,NA,"mpn","N",""
"Snail","62007300",2009-05-26,"RamseyCo",1,NA,"mpn","N",""
"Johanna","62007800",2009-05-26,"RamseyCo",2,NA,"mpn","N",""
"Gervais","62000700",2009-06-02,"RamseyCo",2.5,8,"mpn","N",""
"Phalen","62001300",2009-06-02,"RamseyCo",69.5,5,"mpn","N",""
"McCarrons","62005400",2009-06-02,"RamseyCo",131.2,24.9,"mpn","N",""
"Owasso","62005600",2009-06-02,"RamseyCo",1.4,3.9,"mpn","N",""
"Josephine","62005700",2009-06-02,"RamseyCo",2,1.7,"mpn","N",""
"Turtle","62006100",2009-06-02,"RamseyCo",4.3,5.8,"mpn","N",""
"Long","62006700",2009-06-02,"RamseyCo",3.1,1.6,"mpn","N",""
"Snail","62007300",2009-06-02,"RamseyCo",4.4,2.2,"mpn","N",""
"Johanna","62007800",2009-06-02,"RamseyCo",13.7,3,"mpn","N",""
"Gervais","62000700",2009-06-09,"RamseyCo",1.7,5.5,"mpn","N",""
"Phalen","62001300",2009-06-09,"RamseyCo",3,4.4,"mpn","N",""
"McCarrons","62005400",2009-06-09,"RamseyCo",21,23.9,"mpn","N",""
"Owasso","62005600",2009-06-09,"RamseyCo",1.4,3,"mpn","N",""
"Josephine","62005700",2009-06-09,"RamseyCo",1,1.5,"mpn","N",""
"Turtle","62006100",2009-06-09,"RamseyCo",4.1,5.3,"mpn","N",""
"Long","62006700",2009-06-09,"RamseyCo",2.4,1.8,"mpn","N",""
"Snail","62007300",2009-06-09,"RamseyCo",5,2.7,"mpn","N",""
"Johanna","62007800",2009-06-09,"RamseyCo",2.3,2.8,"mpn","N",""
"Mahtomedi","82016700",2009-06-09,"RamseyCo",2.5,NA,"mpn","N",""
"Gervais","62000700",2009-06-16,"RamseyCo",2.5,4.7,"mpn","N",""
"Phalen","62001300",2009-06-16,"RamseyCo",5.5,4.6,"mpn","N",""
"McCarrons","62005400",2009-06-16,"RamseyCo",133.4,33.7,"mpn","N",""
"Owasso","62005600",2009-06-16,"RamseyCo",4.5,3.3,"mpn","N",""
"Josephine","62005700",2009-06-16,"RamseyCo",2,1.6,"mpn","N",""
"Turtle","62006100",2009-06-16,"RamseyCo",3,4.8,"mpn","N",""
"Long","62006700",2009-06-16,"RamseyCo",2,1.9,"mpn","N",""
"Snail","62007300",2009-06-16,"RamseyCo",3.9,2.9,"mpn","N",""
"Johanna","62007800",2009-06-16,"RamseyCo",6.6,3.3,"mpn","N",""
"Mahtomedi","82016700",2009-06-16,"RamseyCo",4.6,3.4,"mpn","N",""
"Gervais","62000700",2009-06-23,"RamseyCo",26.6,3.7,"mpn","N",""
"Phalen","62001300",2009-06-23,"RamseyCo",33.7,9.3,"mpn","N",""
"McCarrons","62005400",2009-06-23,"RamseyCo",77.9,69.9,"mpn","N",""
"Owasso","62005600",2009-06-23,"RamseyCo",5.5,2.7,"mpn","N",""
"Josephine","62005700",2009-06-23,"RamseyCo",14,2.7,"mpn","N",""
"Turtle","62006100",2009-06-23,"RamseyCo",2.7,5.1,"mpn","N",""
"Long","62006700",2009-06-23,"RamseyCo",7.8,2.8,"mpn","N",""
"Snail","62007300",2009-06-23,"RamseyCo",5.5,3.4,"mpn","N",""
"Johanna","62007800",2009-06-23,"RamseyCo",17,5.9,"mpn","N",""
"Mahtomedi","82016700",2009-06-23,"RamseyCo",5.7,4,"mpn","N",""
"Gervais","62000700",2009-06-30,"RamseyCo",77.4,7.4,"mpn","N",""
"Phalen","62001300",2009-06-30,"RamseyCo",1,8.3,"mpn","N",""
"McCarrons","62005400",2009-06-30,"RamseyCo",21.3,57.2,"mpn","N",""
"Owasso","62005600",2009-06-30,"RamseyCo",11.8,3.6,"mpn","N",""
"Josephine","62005700",2009-06-30,"RamseyCo",12,3.7,"mpn","N",""
"Turtle","62006100",2009-06-30,"RamseyCo",7.4,4.1,"mpn","N",""
"Long","62006700",2009-06-30,"RamseyCo",2.5,3.1,"mpn","N",""
"Snail","62007300",2009-06-30,"RamseyCo",1.4,3.7,"mpn","N",""
"Johanna","62007800",2009-06-30,"RamseyCo",3.6,6.6,"mpn","N",""
"Mahtomedi","82016700",2009-07-01,"RamseyCo",17,5.8,"mpn","N",""
"Gervais","62000700",2009-07-07,"RamseyCo",226.4,18.3,"mpn","N",""
"Phalen","62001300",2009-07-07,"RamseyCo",1.4,3.8,"mpn","N",""
"McCarrons","62005400",2009-07-07,"RamseyCo",64.1,49.5,"mpn","N",""
"Owasso","62005600",2009-07-07,"RamseyCo",2.4,4,"mpn","N",""
"Josephine","62005700",2009-07-07,"RamseyCo",27.5,6.2,"mpn","N",""
"Turtle","62006100",2009-07-07,"RamseyCo",14.3,5.2,"mpn","N",""
"Long","62006700",2009-07-07,"RamseyCo",12.1,4.1,"mpn","N",""
"Snail","62007300",2009-07-07,"RamseyCo",1,2.7,"mpn","N",""
"Johanna","62007800",2009-07-07,"RamseyCo",1,3.9,"mpn","N",""
"Mahtomedi","82016700",2009-07-07,"RamseyCo",10,6.5,"mpn","N",""
"Gervais","62000700",2009-07-14,"RamseyCo",92.5,40.5,"mpn","N",""
"Phalen","62001300",2009-07-14,"RamseyCo",5.5,4.3,"mpn","N",""
"McCarrons","62005400",2009-07-14,"RamseyCo",8.3,41.1,"mpn","N",""
"Owasso","62005600",2009-07-14,"RamseyCo",2,4.3,"mpn","N",""
"Josephine","62005700",2009-07-14,"RamseyCo",32.9,12.5,"mpn","N",""
"Turtle","62006100",2009-07-14,"RamseyCo",4.6,5.3,"mpn","N",""
"Long","62006700",2009-07-14,"RamseyCo",4,4.5,"mpn","N",""
"Snail","62007300",2009-07-14,"RamseyCo",1,2,"mpn","N",""
"Johanna","62007800",2009-07-14,"RamseyCo",3.5,4.3,"mpn","N",""
"Mahtomedi","82016700",2009-07-16,"RamseyCo",1.8,6,"mpn","N",""
"Phalen","62001300",2009-07-21,"RamseyCo",139.8,8.2,"mpn","N",""
"McCarrons","62005400",2009-07-21,"RamseyCo",130.2,40.9,"mpn","N",""
"Owasso","62005600",2009-07-21,"RamseyCo",4.3,4.2,"mpn","N",""
"Josephine","62005700",2009-07-21,"RamseyCo",113.2,28,"mpn","N",""
"Turtle","62006100",2009-07-21,"RamseyCo",794.6,16.1,"mpn","N",""
"Long","62006700",2009-07-21,"RamseyCo",199,11.4,"mpn","N",""
"Snail","62007300",2009-07-21,"RamseyCo",18.4,2.7,"mpn","N",""
"Johanna","62007800",2009-07-21,"RamseyCo",13,4.9,"mpn","N",""
"Mahtomedi","82016700",2009-07-21,"RamseyCo",135,11.8,"mpn","N",""
"Gervais","62000700",2009-07-21,"RamseyCo",1706.3,151.4,"mpn","Y","ecoli_1dayGM"
"Gervais","62000700",2009-07-22,"RamseyCo",1986.3,151.4,"mpn","Y","ecoli_1dayGM"
"Phalen","62001300",2009-07-28,"RamseyCo",8.5,6.2,"mpn","N",""
"McCarrons","62005400",2009-07-28,"RamseyCo",23.3,32.2,"mpn","N",""
"Owasso","62005600",2009-07-28,"RamseyCo",2.5,3.6,"mpn","N",""
"Josephine","62005700",2009-07-28,"RamseyCo",11.5,26.9,"mpn","N",""
"Turtle","62006100",2009-07-28,"RamseyCo",2,15.1,"mpn","N",""
"Long","62006700",2009-07-28,"RamseyCo",3.5,9.7,"mpn","N",""
"Snail","62007300",2009-07-28,"RamseyCo",1,1.9,"mpn","N",""
"Johanna","62007800",2009-07-28,"RamseyCo",7.5,4.2,"mpn","N",""
"Mahtomedi","82016700",2009-07-28,"RamseyCo",11.3,13.5,"mpn","N",""
"Gervais","62000700",2009-07-28,"RamseyCo",38.2,162.7,"mpn","Y","ecoli_30dayGM"
"Gervais","62000700",2009-08-04,"RamseyCo",9.6,107.1,"mpn","N",""
"Phalen","62001300",2009-08-04,"RamseyCo",40.1,13,"mpn","N",""
"McCarrons","62005400",2009-08-04,"RamseyCo",6.3,25.2,"mpn","N",""
"Owasso","62005600",2009-08-04,"RamseyCo",6.1,3.2,"mpn","N",""
"Josephine","62005700",2009-08-04,"RamseyCo",4.6,22.2,"mpn","N",""
"Turtle","62006100",2009-08-04,"RamseyCo",7.6,15.2,"mpn","N",""
"Long","62006700",2009-08-04,"RamseyCo",16.4,14.1,"mpn","N",""
"Snail","62007300",2009-08-04,"RamseyCo",1,1.8,"mpn","N",""
"Johanna","62007800",2009-08-04,"RamseyCo",18.9,5.8,"mpn","N",""
"Mahtomedi","82016700",2009-08-04,"RamseyCo",8.4,11.8,"mpn","N",""
"Gervais","62000700",2009-08-11,"RamseyCo",11.3,58.8,"mpn","N",""
"Phalen","62001300",2009-08-11,"RamseyCo",23.9,22.9,"mpn","N",""
"McCarrons","62005400",2009-08-11,"RamseyCo",10.9,17.7,"mpn","N",""
"Owasso","62005600",2009-08-11,"RamseyCo",1.4,2.8,"mpn","N",""
"Josephine","62005700",2009-08-11,"RamseyCo",176.1,32.2,"mpn","N",""
"Turtle","62006100",2009-08-11,"RamseyCo",20,16.2,"mpn","N",""
"Long","62006700",2009-08-11,"RamseyCo",297.4,26.8,"mpn","N",""
"Snail","62007300",2009-08-11,"RamseyCo",1.4,1.9,"mpn","N",""
"Johanna","62007800",2009-08-11,"RamseyCo",49,12.6,"mpn","N",""
"Mahtomedi","82016700",2009-08-11,"RamseyCo",1.7,8.3,"mpn","N",""
"Gervais","62000700",2009-08-18,"RamseyCo",3.6,30.6,"mpn","N",""
"Phalen","62001300",2009-08-18,"RamseyCo",99.6,40.8,"mpn","N",""
"McCarrons","62005400",2009-08-18,"RamseyCo",12,19,"mpn","N",""
"Owasso","62005600",2009-08-18,"RamseyCo",5.1,3.4,"mpn","N",""
"Josephine","62005700",2009-08-18,"RamseyCo",1.4,17.2,"mpn","N",""
"Turtle","62006100",2009-08-18,"RamseyCo",37,24.5,"mpn","N",""
"Long","62006700",2009-08-18,"RamseyCo",4.9,27.9,"mpn","N",""
"Snail","62007300",2009-08-18,"RamseyCo",1,1.9,"mpn","N",""
"Johanna","62007800",2009-08-18,"RamseyCo",2,11.3,"mpn","N",""
"Mahtomedi","82016700",2009-08-18,"RamseyCo",21.9,13.7,"mpn","N",""
"Gervais","62000700",2009-08-25,"RamseyCo",382.2,22.4,"mpn","N",""
"McCarrons","62005400",2009-08-25,"RamseyCo",13.4,12.1,"mpn","N",""
"Owasso","62005600",2009-08-25,"RamseyCo",247,7.7,"mpn","N",""
"Josephine","62005700",2009-08-25,"RamseyCo",257.1,20.2,"mpn","N",""
"Long","62006700",2009-08-25,"RamseyCo",10.7,15.5,"mpn","N",""
"Snail","62007300",2009-08-25,"RamseyCo",3.5,1.4,"mpn","N",""
"Johanna","62007800",2009-08-25,"RamseyCo",12.1,11.1,"mpn","N",""
"Turtle","62006100",2009-08-25,"RamseyCo",2419.6,21.6,"mpn","Y","ecoli_1dayGM"
"Mahtomedi","82016700",2009-08-25,"RamseyCo",2419.6,14.5,"mpn","Y","ecoli_1dayGM"
"Turtle","62006100",2009-08-27,"RamseyCo",72.2,21.6,"mpn","N",""
"Gervais","62000700",2009-09-01,"RamseyCo",40,22.6,"mpn","N",""
"McCarrons","62005400",2009-09-01,"RamseyCo",1,6.4,"mpn","N",""
"Owasso","62005600",2009-09-01,"RamseyCo",14.3,10.9,"mpn","N",""
"Josephine","62005700",2009-09-01,"RamseyCo",3.6,16,"mpn","N",""
"Turtle","62006100",2009-09-01,"RamseyCo",344.1,60.4,"mpn","N",""
"Long","62006700",2009-09-01,"RamseyCo",3.5,15.5,"mpn","N",""
"Snail","62007300",2009-09-01,"RamseyCo",1.4,1.5,"mpn","N",""
"Johanna","62007800",2009-09-01,"RamseyCo",19.1,13.4,"mpn","N",""
"Gervais","62000700",2010-05-25,"RamseyCo",5.2,NA,"mpn","N",""
"Phalen","62001300",2010-05-25,"RamseyCo",7.9,NA,"mpn","N",""
"McCarrons","62005400",2010-05-25,"RamseyCo",15.9,NA,"mpn","N",""
"Owasso","62005600",2010-05-25,"RamseyCo",4.1,NA,"mpn","N",""
"Josephine","62005700",2010-05-25,"RamseyCo",9.1,NA,"mpn","N",""
"Turtle","62006100",2010-05-25,"RamseyCo",84.9,NA,"mpn","N",""
"Long","62006700",2010-05-25,"RamseyCo",2,NA,"mpn","N",""
"Snail","62007300",2010-05-25,"RamseyCo",23.5,NA,"mpn","N",""
"Johanna","62007800",2010-05-25,"RamseyCo",5.7,NA,"mpn","N",""
"Gervais","62000700",2010-06-02,"RamseyCo",76.7,20,"mpn","N",""
"Phalen","62001300",2010-06-02,"RamseyCo",17.3,11.7,"mpn","N",""
"McCarrons","62005400",2010-06-02,"RamseyCo",2,5.7,"mpn","N",""
"Owasso","62005600",2010-06-02,"RamseyCo",1.8,2.7,"mpn","N",""
"Josephine","62005700",2010-06-02,"RamseyCo",28.2,16,"mpn","N",""
"Turtle","62006100",2010-06-02,"RamseyCo",2.3,13.9,"mpn","N",""
"Long","62006700",2010-06-02,"RamseyCo",13.8,5.3,"mpn","N",""
"Snail","62007300",2010-06-02,"RamseyCo",8.9,14.5,"mpn","N",""
"Johanna","62007800",2010-06-02,"RamseyCo",1,2.4,"mpn","N",""
"Gervais","62000700",2010-06-08,"RamseyCo",30.1,22.9,"mpn","N",""
"Phalen","62001300",2010-06-08,"RamseyCo",128.8,26.1,"mpn","N",""
"Pleasant","62004600",2010-06-08,"RamseyCo",21.9,NA,"mpn","N",""
"McCarrons","62005400",2010-06-08,"RamseyCo",56.6,12.2,"mpn","N",""
"Owasso","62005600",2010-06-08,"RamseyCo",18.1,5.1,"mpn","N",""
"Josephine","62005700",2010-06-08,"RamseyCo",5.1,10.9,"mpn","N",""
"Turtle","62006100",2010-06-08,"RamseyCo",58.8,22.5,"mpn","N",""
"Long","62006700",2010-06-08,"RamseyCo",4.6,5.1,"mpn","N",""
"Snail","62007300",2010-06-08,"RamseyCo",29.9,18.4,"mpn","N",""
"Johanna","62007800",2010-06-08,"RamseyCo",36.5,5.9,"mpn","N",""
"Gervais","62000700",2010-06-15,"RamseyCo",402.6,46.9,"mpn","N",""
"Phalen","62001300",2010-06-15,"RamseyCo",8,19.4,"mpn","N",""
"Pleasant","62004600",2010-06-15,"RamseyCo",55.5,34.9,"mpn","N",""
"McCarrons","62005400",2010-06-15,"RamseyCo",13.7,12.6,"mpn","N",""
"Owasso","62005600",2010-06-15,"RamseyCo",156.6,12,"mpn","N",""
"Josephine","62005700",2010-06-15,"RamseyCo",115.1,19.7,"mpn","N",""
"Turtle","62006100",2010-06-15,"RamseyCo",1250.6,61.4,"mpn","N",""
"Long","62006700",2010-06-15,"RamseyCo",24.8,7.5,"mpn","N",""
"Snail","62007300",2010-06-15,"RamseyCo",3.2,11.9,"mpn","N",""
"Johanna","62007800",2010-06-15,"RamseyCo",24,8.4,"mpn","N",""
"Mahtomedi","82016700",2010-06-15,"RamseyCo",1.4,NA,"mpn","N",""
"Gervais","62000700",2010-06-22,"RamseyCo",300,68,"mpn","N",""
"Phalen","62001300",2010-06-22,"RamseyCo",19.9,19.5,"mpn","N",""
"Pleasant","62004600",2010-06-22,"RamseyCo",27.9,32.4,"mpn","N",""
"McCarrons","62005400",2010-06-22,"RamseyCo",50.7,16.6,"mpn","N",""
"Owasso","62005600",2010-06-22,"RamseyCo",4.1,9.7,"mpn","N",""
"Josephine","62005700",2010-06-22,"RamseyCo",52.1,23.9,"mpn","N",""
"Turtle","62006100",2010-06-22,"RamseyCo",1.4,28.9,"mpn","N",""
"Long","62006700",2010-06-22,"RamseyCo",34.8,10.2,"mpn","N",""
"Snail","62007300",2010-06-22,"RamseyCo",13.3,12.2,"mpn","N",""
"Johanna","62007800",2010-06-22,"RamseyCo",29.2,10.8,"mpn","N",""
"Mahtomedi","82016700",2010-06-22,"RamseyCo",3.9,2.4,"mpn","N",""
"Phalen","62001300",2010-06-29,"RamseyCo",46.5,27.8,"mpn","N",""
"Pleasant","62004600",2010-06-29,"RamseyCo",131.8,46,"mpn","N",""
"Mahtomedi","82016700",2010-06-29,"RamseyCo",1,1.8,"mpn","N",""
"Gervais","62000700",2010-06-30,"RamseyCo",15.1,84.1,"mpn","N",""
"McCarrons","62005400",2010-06-30,"RamseyCo",1,9.6,"mpn","N",""
"Owasso","62005600",2010-06-30,"RamseyCo",3.1,9.1,"mpn","N",""
"Josephine","62005700",2010-06-30,"RamseyCo",15,26.4,"mpn","N",""
"Turtle","62006100",2010-06-30,"RamseyCo",2.9,14.7,"mpn","N",""
"Long","62006700",2010-06-30,"RamseyCo",7.9,13.4,"mpn","N",""
"Snail","62007300",2010-06-30,"RamseyCo",116.5,16.8,"mpn","N",""
"Johanna","62007800",2010-06-30,"RamseyCo",75.2,18.1,"mpn","N",""
"Gervais","62000700",2010-07-06,"RamseyCo",64.1,81.1,"mpn","N",""
"Phalen","62001300",2010-07-06,"RamseyCo",35.6,32.1,"mpn","N",""
"Pleasant","62004600",2010-07-06,"RamseyCo",667.6,7.8,"mpn","N",""
"McCarrons","62005400",2010-07-06,"RamseyCo",174.3,23.3,"mpn","N",""
"Owasso","62005600",2010-07-06,"RamseyCo",3.9,10.7,"mpn","N",""
"Josephine","62005700",2010-07-06,"RamseyCo",248.1,40.8,"mpn","N",""
"Turtle","62006100",2010-07-06,"RamseyCo",109.4,31.8,"mpn","N",""
"Long","62006700",2010-07-06,"RamseyCo",3.2,10,"mpn","N",""
"Snail","62007300",2010-07-06,"RamseyCo",60.7,24.6,"mpn","N",""
"Johanna","62007800",2010-07-06,"RamseyCo",2.3,21.3,"mpn","N",""
"Gervais","62000700",2010-07-13,"RamseyCo",2.5,49.3,"mpn","N",""
"Phalen","62001300",2010-07-13,"RamseyCo",20.3,22.2,"mpn","N",""
"Pleasant","62004600",2010-07-13,"RamseyCo",23.4,46.8,"mpn","N",""
"McCarrons","62005400",2010-07-13,"RamseyCo",6.3,15,"mpn","N",""
"Owasso","62005600",2010-07-13,"RamseyCo",183.7,17.5,"mpn","N",""
"Josephine","62005700",2010-07-13,"RamseyCo",178.5,83.1,"mpn","N",""
"Turtle","62006100",2010-07-13,"RamseyCo",2,16.2,"mpn","N",""
"Long","62006700",2010-07-13,"RamseyCo",12.8,12.3,"mpn","N",""
"Snail","62007300",2010-07-13,"RamseyCo",41.6,26.3,"mpn","N",""
"Johanna","62007800",2010-07-13,"RamseyCo",34.2,21,"mpn","N",""
"Mahtomedi","82016700",2010-07-13,"RamseyCo",1.4,5.5,"mpn","N",""
"Gervais","62000700",2010-07-20,"RamseyCo",240,44.5,"mpn","N",""
"Phalen","62001300",2010-07-20,"RamseyCo",2.7,17.8,"mpn","N",""
"Pleasant","62004600",2010-07-20,"RamseyCo",162.8,61.2,"mpn","N",""
"McCarrons","62005400",2010-07-20,"RamseyCo",2,10.2,"mpn","N",""
"Owasso","62005600",2010-07-20,"RamseyCo",7.3,9.5,"mpn","N",""
"Josephine","62005700",2010-07-20,"RamseyCo",107.7,82,"mpn","N",""
"Turtle","62006100",2010-07-20,"RamseyCo",3.2,4.9,"mpn","N",""
"Long","62006700",2010-07-20,"RamseyCo",7.9,9.8,"mpn","N",""
"Snail","62007300",2010-07-20,"RamseyCo",2.5,25,"mpn","N",""
"Johanna","62007800",2010-07-20,"RamseyCo",3.5,14.3,"mpn","N",""
"Mahtomedi","82016700",2010-07-20,"RamseyCo",5.1,7.2,"mpn","N",""
"Gervais","62000700",2010-07-27,"RamseyCo",1,14.2,"mpn","N",""
"Phalen","62001300",2010-07-27,"RamseyCo",160.3,27,"mpn","N",""
"Pleasant","62004600",2010-07-27,"RamseyCo",1,26.6,"mpn","N",""
"McCarrons","62005400",2010-07-27,"RamseyCo",50.7,10.2,"mpn","N",""
"Owasso","62005600",2010-07-27,"RamseyCo",48.7,15.6,"mpn","N",""
"Josephine","62005700",2010-07-27,"RamseyCo",68.5,86.7,"mpn","N",""
"Turtle","62006100",2010-07-27,"RamseyCo",13.9,7.8,"mpn","N",""
"Long","62006700",2010-07-27,"RamseyCo",4.9,6.6,"mpn","N",""
"Snail","62007300",2010-07-27,"RamseyCo",5.4,20.9,"mpn","N",""
"Johanna","62007800",2010-07-27,"RamseyCo",1,7.3,"mpn","N",""
"Mahtomedi","82016700",2010-07-27,"RamseyCo",1,5.4,"mpn","N",""
"Gervais","62000700",2010-08-03,"RamseyCo",15.4,14.3,"mpn","N",""
"Phalen","62001300",2010-08-03,"RamseyCo",2.4,15,"mpn","N",""
"Pleasant","62004600",2010-08-03,"RamseyCo",7.3,12.9,"mpn","N",""
"McCarrons","62005400",2010-08-03,"RamseyCo",4.1,13.6,"mpn","N",""
"Owasso","62005600",2010-08-03,"RamseyCo",9.6,19.5,"mpn","N",""
"Josephine","62005700",2010-08-03,"RamseyCo",11.3,81.9,"mpn","N",""
"Turtle","62006100",2010-08-03,"RamseyCo",21.9,11.7,"mpn","N",""
"Long","62006700",2010-08-03,"RamseyCo",7.3,6.5,"mpn","N",""
"Snail","62007300",2010-08-03,"RamseyCo",5.7,11.4,"mpn","N",""
"Johanna","62007800",2010-08-03,"RamseyCo",1.7,3.4,"mpn","N",""
"Mahtomedi","82016700",2010-08-03,"RamseyCo",34.7,11.1,"mpn","N",""
"Gervais","62000700",2010-08-10,"RamseyCo",21.4,11.5,"mpn","N",""
"Pleasant","62004600",2010-08-10,"RamseyCo",168.5,21.6,"mpn","N",""
"McCarrons","62005400",2010-08-10,"RamseyCo",12.2,8,"mpn","N",""
"Owasso","62005600",2010-08-10,"RamseyCo",9.2,23.1,"mpn","N",""
"Josephine","62005700",2010-08-10,"RamseyCo",89,66.7,"mpn","N",""
"Turtle","62006100",2010-08-10,"RamseyCo",32.5,9.2,"mpn","N",""
"Long","62006700",2010-08-10,"RamseyCo",1,5.2,"mpn","N",""
"Snail","62007300",2010-08-10,"RamseyCo",2.5,6,"mpn","N",""
"Johanna","62007800",2010-08-10,"RamseyCo",31.7,5.8,"mpn","N",""
"Mahtomedi","82016700",2010-08-10,"RamseyCo",2.9,3.7,"mpn","N",""
"Phalen","62001300",2010-08-10,"RamseyCo",2419.6,28,"mpn","Y","ecoli_1dayGM"
"Gervais","62000700",2010-08-12,"RamseyCo",267.8,267.8,"mpn","Y","ecoli_30dayGM"
"Gervais","62000700",2010-08-17,"RamseyCo",10.8,15.4,"mpn","N",""
"Phalen","62001300",2010-08-17,"RamseyCo",830.9,58.8,"mpn","N",""
"Pleasant","62004600",2010-08-17,"RamseyCo",4.4,15.5,"mpn","N",""
"McCarrons","62005400",2010-08-17,"RamseyCo",4.1,7.3,"mpn","N",""
"Owasso","62005600",2010-08-17,"RamseyCo",1,7.9,"mpn","N",""
"Josephine","62005700",2010-08-17,"RamseyCo",1,23.6,"mpn","N",""
"Turtle","62006100",2010-08-17,"RamseyCo",4.3,10.7,"mpn","N",""
"Long","62006700",2010-08-17,"RamseyCo",1.4,3.3,"mpn","N",""
"Snail","62007300",2010-08-17,"RamseyCo",2.5,3.4,"mpn","N",""
"Johanna","62007800",2010-08-17,"RamseyCo",6.9,4.2,"mpn","N",""
"Mahtomedi","82016700",2010-08-17,"RamseyCo",1,3.5,"mpn","N",""
"Gervais","62000700",2010-08-24,"RamseyCo",1,5.1,"mpn","N",""
"Phalen","62001300",2010-08-24,"RamseyCo",28.6,94.5,"mpn","N",""
"McCarrons","62005400",2010-08-24,"RamseyCo",3.1,8,"mpn","N",""
"Owasso","62005600",2010-08-24,"RamseyCo",27.2,10.3,"mpn","N",""
"Josephine","62005700",2010-08-24,"RamseyCo",20.4,17,"mpn","N",""
"Turtle","62006100",2010-08-24,"RamseyCo",34.3,17.1,"mpn","N",""
"Long","62006700",2010-08-24,"RamseyCo",1,2.2,"mpn","N",""
"Snail","62007300",2010-08-24,"RamseyCo",2.5,3.4,"mpn","N",""
"Johanna","62007800",2010-08-24,"RamseyCo",23.6,6.2,"mpn","N",""
"Mahtomedi","82016700",2010-08-24,"RamseyCo",42,5.3,"mpn","N",""
"Gervais","62000700",2010-08-31,"RamseyCo",1,5.1,"mpn","N",""
"McCarrons","62005400",2010-08-31,"RamseyCo",2,4.2,"mpn","N",""
"Owasso","62005600",2010-08-31,"RamseyCo",9.5,7.4,"mpn","N",""
"Josephine","62005700",2010-08-31,"RamseyCo",4.6,9.9,"mpn","N",""
"Turtle","62006100",2010-08-31,"RamseyCo",270.3,31,"mpn","N",""
"Long","62006700",2010-08-31,"RamseyCo",23.5,3,"mpn","N",""
"Snail","62007300",2010-08-31,"RamseyCo",70.3,5.7,"mpn","N",""
"Johanna","62007800",2010-08-31,"RamseyCo",16.2,10.8,"mpn","N",""
"Phalen","62001300",2010-08-31,"RamseyCo",2419.6,137.5,"mpn","Y","ecoli_1dayGM"
"Phalen","62001300",2010-09-02,"RamseyCo",455.2,455.2,"mpn","Y","ecoli_30dayGM"
"Phalen","62001300",2010-09-07,"RamseyCo",1492.6,495.9,"mpn","Y","ecoli_1dayGM"
"Gervais","62000700",2011-05-24,"RamseyCo",31.2,NA,"mpn","N",""
"Phalen","62001300",2011-05-24,"RamseyCo",6.6,NA,"mpn","N",""
"McCarrons","62005400",2011-05-24,"RamseyCo",4,NA,"mpn","N",""
"Owasso","62005600",2011-05-24,"RamseyCo",5.9,NA,"mpn","N",""
"Josephine","62005700",2011-05-24,"RamseyCo",11.5,NA,"mpn","N",""
"Turtle","62006100",2011-05-24,"RamseyCo",8.5,NA,"mpn","N",""
"Long","62006700",2011-05-24,"RamseyCo",12.1,NA,"mpn","N",""
"Snail","62007300",2011-05-24,"RamseyCo",10.2,NA,"mpn","N",""
"Johanna","62007800",2011-05-24,"RamseyCo",31.2,NA,"mpn","N",""
"Gervais","62000700",2011-05-31,"RamseyCo",1.4,6.6,"mpn","N",""
