"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"Harriet - SE","27001600",2019-06-03,"MPRB",2,NA,"cfu","N",""
"Hiawatha","27001800",2019-06-03,"MPRB",168,NA,"cfu","N",""
"Nokomis - 50th","27001900",2019-06-03,"MPRB",1,NA,"cfu","N",""
"Nokomis - Main","27001900",2019-06-03,"MPRB",4,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2019-06-03,"MPRB",26.67,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-06-03,"MPRB",24.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2019-06-03,"MPRB",10.5,NA,"cfu","N",""
"Wirth","27003700",2019-06-03,"MPRB",8,NA,"cfu","N",""
"Cedar - East","27003900",2019-06-03,"MPRB",7,NA,"cfu","N",""
"Cedar - Main","27003900",2019-06-03,"MPRB",4,NA,"cfu","N",""
"Cedar - Point","27003900",2019-06-03,"MPRB",2,NA,"cfu","N",""
"Harriet - Main","27001600",2019-06-10,"MPRB",2,NA,"cfu","N",""
"Harriet - SE","27001600",2019-06-10,"MPRB",8.5,NA,"cfu","N",""
"Hiawatha","27001800",2019-06-10,"MPRB",36,NA,"cfu","N",""
"Nokomis - 50th","27001900",2019-06-10,"MPRB",1,NA,"cfu","N",""
"Nokomis - Main","27001900",2019-06-10,"MPRB",5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2019-06-10,"MPRB",7.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-06-10,"MPRB",2.33,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2019-06-10,"MPRB",12,NA,"cfu","N",""
"Wirth","27003700",2019-06-10,"MPRB",1.5,NA,"cfu","N",""
"Cedar - East","27003900",2019-06-10,"MPRB",13,NA,"cfu","N",""
"Cedar - Main","27003900",2019-06-10,"MPRB",8.5,NA,"cfu","N",""
"Cedar - Point","27003900",2019-06-10,"MPRB",4.5,NA,"cfu","N",""
"Harriet - Main","27001600",2019-06-17,"MPRB",1.5,NA,"cfu","N",""
"Harriet - SE","27001600",2019-06-17,"MPRB",12,NA,"cfu","N",""
"Hiawatha","27001800",2019-06-17,"MPRB",52.5,NA,"cfu","N",""
"Nokomis - 50th","27001900",2019-06-17,"MPRB",10,NA,"cfu","N",""
"Nokomis - Main","27001900",2019-06-17,"MPRB",3,5,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2019-06-17,"MPRB",123.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-06-17,"MPRB",81,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2019-06-17,"MPRB",69.67,NA,"cfu","N",""
"Wirth","27003700",2019-06-17,"MPRB",2,9.19,"cfu","N",""
"Cedar - East","27003900",2019-06-17,"MPRB",7,NA,"cfu","N",""
"Cedar - Main","27003900",2019-06-17,"MPRB",8,NA,"cfu","N",""
"Cedar - Point","27003900",2019-06-17,"MPRB",5,NA,"cfu","N",""
"Harriet - Main","27001600",2019-06-24,"MPRB",182.5,NA,"cfu","N",""
"Harriet - SE","27001600",2019-06-24,"MPRB",474,NA,"cfu","N",""
"Hiawatha","27001800",2019-06-24,"MPRB",751.5,NA,"cfu","N",""
"Nokomis - 50th","27001900",2019-06-24,"MPRB",106,NA,"cfu","N",""
"Nokomis - Main","27001900",2019-06-24,"MPRB",180,9.87,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-06-24,"MPRB",400,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2019-06-24,"MPRB",841,NA,"cfu","N",""
"Wirth","27003700",2019-06-24,"MPRB",6.5,6.41,"cfu","N",""
"Cedar - East","27003900",2019-06-24,"MPRB",32.33,NA,"cfu","N",""
"Cedar - Main","27003900",2019-06-24,"MPRB",215,NA,"cfu","N",""
"Cedar - Point","27003900",2019-06-24,"MPRB",22,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2019-06-24,"MPRB",1553,NA,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2019-06-26,"MPRB",73.33,NA,"cfu","N",""
"Harriet - Main","27001600",2019-07-01,"MPRB",46.5,10.04,"cfu","N",""
"Harriet - SE","27001600",2019-07-01,"MPRB",319.5,29.72,"cfu","N",""
"Nokomis - 50th","27001900",2019-07-01,"MPRB",210,11.74,"cfu","N",""
"Nokomis - Main","27001900",2019-07-01,"MPRB",87.5,15.67,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-07-01,"MPRB",880.5,69.58,"cfu","N",""
"Wirth","27003700",2019-07-01,"MPRB",59.5,6.22,"cfu","N",""
"Cedar - East","27003900",2019-07-01,"MPRB",41,15.32,"cfu","N",""
"Cedar - Main","27003900",2019-07-01,"MPRB",70.67,21.05,"cfu","N",""
"Cedar - Point","27003900",2019-07-01,"MPRB",28.5,7.76,"cfu","N",""
"Hiawatha","27001800",2019-07-01,"MPRB",1161.5,194.33,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-01,"MPRB",1643,144.51,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-01,"MPRB",1308.5,99.31,"cfu","Y","ecoli_1dayGM"
"Hiawatha","27001800",2019-07-02,"MPRB",411,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2019-07-02,"MPRB",413.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2019-07-02,"MPRB",625.5,NA,"cfu","N",""
"Harriet - Main","27001600",2019-07-08,"MPRB",54.5,16.92,"cfu","N",""
"Harriet - SE","27001600",2019-07-08,"MPRB",3,34.13,"cfu","N",""
"Nokomis - 50th","27001900",2019-07-08,"MPRB",52.5,25.96,"cfu","N",""
"Nokomis - Main","27001900",2019-07-08,"MPRB",55,26.47,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-07-08,"MPRB",295,114.45,"cfu","N",""
"Wirth","27003700",2019-07-08,"MPRB",2.5,4.93,"cfu","N",""
"Cedar - East","27003900",2019-07-08,"MPRB",48,22.52,"cfu","N",""
"Cedar - Main","27003900",2019-07-08,"MPRB",14.5,27.23,"cfu","N",""
"Cedar - Point","27003900",2019-07-08,"MPRB",12.67,11.29,"cfu","N",""
"Hiawatha","27001800",2019-07-08,"MPRB",70.5,163.58,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-08,"MPRB",982,297.26,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-08,"MPRB",91.5,153.12,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-07-15,"MPRB",44.53,31.45,"cfu","N",""
"Harriet - SE","27001600",2019-07-15,"MPRB",1,22.25,"cfu","N",""
"Nokomis - 50th","27001900",2019-07-15,"MPRB",19.3,47.03,"cfu","N",""
"Nokomis - Main","27001900",2019-07-15,"MPRB",16.9,33.81,"cfu","N",""
"Wirth","27003700",2019-07-15,"MPRB",5.5,6.39,"cfu","N",""
"Cedar - East","27003900",2019-07-15,"MPRB",61.6,30.73,"cfu","N",""
"Cedar - Main","27003900",2019-07-15,"MPRB",11.55,28.93,"cfu","N",""
"Cedar - Point","27003900",2019-07-15,"MPRB",48.25,18.16,"cfu","N",""
"Hiawatha","27001800",2019-07-15,"MPRB",42.7,169.5,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-15,"MPRB",2076.45,915.34,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Main","27003100",2019-07-15,"MPRB",42.4,204.5,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-15,"MPRB",34.85,189.68,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-07-22,"MPRB",9,45,"cfu","N",""
"Harriet - SE","27001600",2019-07-22,"MPRB",8,20.52,"cfu","N",""
"Nokomis - 50th","27001900",2019-07-22,"MPRB",4,39.15,"cfu","N",""
"Nokomis - Main","27001900",2019-07-22,"MPRB",9.5,42.58,"cfu","N",""
"Wirth","27003700",2019-07-22,"MPRB",1,5.56,"cfu","N",""
"Cedar - East","27003900",2019-07-22,"MPRB",8.5,31.94,"cfu","N",""
"Cedar - Main","27003900",2019-07-22,"MPRB",9.5,29.94,"cfu","N",""
"Cedar - Point","27003900",2019-07-22,"MPRB",40,27.53,"cfu","N",""
"Hiawatha","27001800",2019-07-22,"MPRB",91,189.21,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-22,"MPRB",23.5,656.85,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2019-07-22,"MPRB",57.5,190.96,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-22,"MPRB",73.5,191.72,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-07-29,"MPRB",3,19.79,"cfu","N",""
"Harriet - SE","27001600",2019-07-29,"MPRB",13.5,10.07,"cfu","N",""
"Nokomis - 50th","27001900",2019-07-29,"MPRB",59,34.82,"cfu","N",""
"Nokomis - Main","27001900",2019-07-29,"MPRB",21.5,27.84,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-07-29,"MPRB",10,91.31,"cfu","N",""
"Wirth","27003700",2019-07-29,"MPRB",109.5,9.78,"cfu","N",""
"Cedar - East","27003900",2019-07-29,"MPRB",6,22.81,"cfu","N",""
"Cedar - Main","27003900",2019-07-29,"MPRB",64.5,23.53,"cfu","N",""
"Cedar - Point","27003900",2019-07-29,"MPRB",123.5,38.87,"cfu","N",""
"Hiawatha","27001800",2019-07-29,"MPRB",904,196.33,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-29,"MPRB",1769.5,222.47,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-29,"MPRB",530,529.77,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-08-05,"MPRB",23.5,17.26,"cfu","N",""
"Harriet - SE","27001600",2019-08-05,"MPRB",25,6.05,"cfu","N",""
"Nokomis - 50th","27001900",2019-08-05,"MPRB",107.67,30.47,"cfu","N",""
"Nokomis - Main","27001900",2019-08-05,"MPRB",112.5,29.27,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-08-05,"MPRB",247.5,70.84,"cfu","N",""
"Wirth","27003700",2019-08-05,"MPRB",40.5,9.06,"cfu","N",""
"Cedar - East","27003900",2019-08-05,"MPRB",6.5,15.78,"cfu","N",""
"Cedar - Main","27003900",2019-08-05,"MPRB",90.5,24.73,"cfu","N",""
"Cedar - Point","27003900",2019-08-05,"MPRB",14.5,33.96,"cfu","N",""
"Hiawatha","27001800",2019-08-05,"MPRB",210.5,139.52,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-05,"MPRB",539.5,423.99,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-08-05,"MPRB",138.5,141.98,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-08-12,"MPRB",69,18.1,"cfu","N",""
"Harriet - SE","27001600",2019-08-12,"MPRB",6,6.95,"cfu","N",""
"Nokomis - 50th","27001900",2019-08-12,"MPRB",33,27.71,"cfu","N",""
"Nokomis - Main","27001900",2019-08-12,"MPRB",28.5,25.66,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-08-12,"MPRB",31,45.14,"cfu","N",""
"Cedar - East","27003900",2019-08-12,"MPRB",11,11.75,"cfu","N",""
"Cedar - Main","27003900",2019-08-12,"MPRB",12,23.81,"cfu","N",""
"Cedar - Point","27003900",2019-08-12,"MPRB",23,38.06,"cfu","N",""
"Hiawatha","27001800",2019-08-12,"MPRB",146,161.16,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-12,"MPRB",167.33,297.61,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-08-12,"MPRB",613.5,207.73,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2019-08-12,"MPRB",1454,32.36,"cfu","Y","ecoli_1dayGM"
"Wirth","27003700",2019-08-14,"MPRB",238.5,NA,"cfu","N",""
"Harriet - Main","27001600",2019-08-19,"MPRB",44.5,18.11,"cfu","N",""
"Harriet - SE","27001600",2019-08-19,"MPRB",20.5,12.71,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-08-19,"MPRB",68.5,49.67,"cfu","N",""
"Wirth","27003700",2019-08-19,"MPRB",391.67,76.82,"cfu","N",""
"Cedar - East","27003900",2019-08-19,"MPRB",45,11.04,"cfu","N",""
"Cedar - Main","27003900",2019-08-19,"MPRB",34.5,29.66,"cfu","N",""
"Cedar - Point","27003900",2019-08-19,"MPRB",93,43.36,"cfu","N",""
"Hiawatha","27001800",2019-08-19,"MPRB",1013,303.17,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-19,"MPRB",45.5,138.61,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-08-19,"MPRB",19,183.84,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-08-26,"MPRB",2.5,14.02,"cfu","N",""
"Harriet - SE","27001600",2019-08-26,"MPRB",6.5,12.2,"cfu","N",""
"Bde Maka Ska - Main","27003100",2019-08-26,"MPRB",30,43.61,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2019-08-26,"MPRB",11,125.73,"cfu","N",""
"Cedar - East","27003900",2019-08-26,"MPRB",20.5,13.23,"cfu","N",""
"Cedar - Main","27003900",2019-08-26,"MPRB",14,32.05,"cfu","N",""
"Cedar - Point","27003900",2019-08-26,"MPRB",6,29.67,"cfu","N",""
"Hiawatha","27001800",2019-08-26,"MPRB",1374,521.76,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-26,"MPRB",103,186.27,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2019-08-26,"MPRB",320.5,243.59,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-06-10,"MPRB",3,NA,"cfu","N",""
"Harriet - SE","27001600",2020-06-10,"MPRB",776.5,NA,"cfu","N",""
"Hiawatha","27001800",2020-06-10,"MPRB",117,NA,"cfu","N",""
"Nokomis - 50th","27001900",2020-06-10,"MPRB",14,NA,"cfu","N",""
"Nokomis - Main","27001900",2020-06-10,"MPRB",15,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-11,"MPRB",11.33,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-11,"MPRB",13,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-11,"MPRB",12,NA,"cfu","N",""
"Wirth","27003700",2020-06-11,"MPRB",4,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-11,"MPRB",2.5,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-11,"MPRB",17.5,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-11,"MPRB",3.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-06-15,"MPRB",5.5,NA,"cfu","N",""
"Harriet - SE","27001600",2020-06-15,"MPRB",68.5,NA,"cfu","N",""
"Hiawatha","27001800",2020-06-15,"MPRB",119,NA,"cfu","N",""
"Nokomis - 50th","27001900",2020-06-15,"MPRB",15.5,NA,"cfu","N",""
"Nokomis - Main","27001900",2020-06-15,"MPRB",6.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-15,"MPRB",35.5,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-15,"MPRB",32,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-15,"MPRB",15,NA,"cfu","N",""
"Wirth","27003700",2020-06-15,"MPRB",1.5,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-15,"MPRB",31.5,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-15,"MPRB",3,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-15,"MPRB",16,NA,"cfu","N",""
"Harriet - Main","27001600",2020-06-22,"MPRB",24,NA,"cfu","N",""
"Harriet - SE","27001600",2020-06-22,"MPRB",109,NA,"cfu","N",""
"Hiawatha","27001800",2020-06-22,"MPRB",51,NA,"cfu","N",""
"Nokomis - 50th","27001900",2020-06-22,"MPRB",39.5,NA,"cfu","N",""
"Nokomis - Main","27001900",2020-06-22,"MPRB",58.5,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-22,"MPRB",45,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-22,"MPRB",14.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-22,"MPRB",44,NA,"cfu","N",""
"Wirth","27003700",2020-06-22,"MPRB",4,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-22,"MPRB",32.67,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-22,"MPRB",17,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-22,"MPRB",25.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-06-30,"MPRB",115.5,NA,"cfu","N",""
"Harriet - SE","27001600",2020-06-30,"MPRB",146.5,NA,"cfu","N",""
"Hiawatha","27001800",2020-06-30,"MPRB",755.45,NA,"cfu","N",""
"Nokomis - 50th","27001900",2020-06-30,"MPRB",44.1,NA,"cfu","N",""
"Nokomis - Main","27001900",2020-06-30,"MPRB",86.95,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-06-30,"MPRB",118.1,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-06-30,"MPRB",222.5,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-06-30,"MPRB",63.95,NA,"cfu","N",""
"Wirth","27003700",2020-06-30,"MPRB",45.05,NA,"cfu","N",""
"Cedar - East","27003900",2020-06-30,"MPRB",23.9,NA,"cfu","N",""
"Cedar - Main","27003900",2020-06-30,"MPRB",40.53,NA,"cfu","N",""
"Cedar - Point","27003900",2020-06-30,"MPRB",17.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-07-06,"MPRB",147.5,23.21,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-06,"MPRB",56,29.45,"cfu","N",""
"Nokomis - Main","27001900",2020-07-06,"MPRB",530.5,48.31,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-06,"MPRB",20,33.56,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-06,"MPRB",623.5,60.88,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-06,"MPRB",50.5,30.26,"cfu","N",""
"Wirth","27003700",2020-07-06,"MPRB",7.5,6.08,"cfu","N",""
"Cedar - East","27003900",2020-07-06,"MPRB",65.5,20.96,"cfu","N",""
"Cedar - Main","27003900",2020-07-06,"MPRB",37.5,16.86,"cfu","N",""
"Cedar - Point","27003900",2020-07-06,"MPRB",30,14.96,"cfu","N",""
"Harriet - SE","27001600",2020-07-06,"MPRB",82.5,147.48,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2020-07-06,"MPRB",1187,229.5,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-13,"MPRB",19,33.58,"cfu","N",""
"Harriet - SE","27001600",2020-07-13,"MPRB",3.5,50.06,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-13,"MPRB",106.5,44.19,"cfu","N",""
"Nokomis - Main","27001900",2020-07-13,"MPRB",4.5,37.97,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-13,"MPRB",10.5,33.05,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-13,"MPRB",18.5,65.33,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-13,"MPRB",27,35.59,"cfu","N",""
"Wirth","27003700",2020-07-13,"MPRB",286.33,14.29,"cfu","N",""
"Cedar - East","27003900",2020-07-13,"MPRB",10,27.66,"cfu","N",""
"Cedar - Main","27003900",2020-07-13,"MPRB",3.5,12.22,"cfu","N",""
"Cedar - Point","27003900",2020-07-13,"MPRB",4,15.37,"cfu","N",""
"Hiawatha","27001800",2020-07-13,"MPRB",85.5,215.55,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-20,"MPRB",106.5,60.73,"cfu","N",""
"Harriet - SE","27001600",2020-07-20,"MPRB",9.5,33.72,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-20,"MPRB",7.5,38.22,"cfu","N",""
"Nokomis - Main","27001900",2020-07-20,"MPRB",19,47.06,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-20,"MPRB",4,21.36,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-20,"MPRB",13.5,54.97,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-20,"MPRB",14,35.1,"cfu","N",""
"Wirth","27003700",2020-07-20,"MPRB",2.5,15.83,"cfu","N",""
"Cedar - East","27003900",2020-07-20,"MPRB",3.5,17.82,"cfu","N",""
"Cedar - Main","27003900",2020-07-20,"MPRB",1.5,10.64,"cfu","N",""
"Cedar - Point","27003900",2020-07-20,"MPRB",1,8.83,"cfu","N",""
"Hiawatha","27001800",2020-07-20,"MPRB",22,153.79,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-27,"MPRB",24.5,60.98,"cfu","N",""
"Harriet - SE","27001600",2020-07-27,"MPRB",28,25.7,"cfu","N",""
"Nokomis - 50th","27001900",2020-07-27,"MPRB",8.67,28.22,"cfu","N",""
"Nokomis - Main","27001900",2020-07-27,"MPRB",13,34.83,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-07-27,"MPRB",16.5,17.47,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-07-27,"MPRB",69,75.1,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-07-27,"MPRB",27,31.84,"cfu","N",""
"Wirth","27003700",2020-07-27,"MPRB",2.5,14.41,"cfu","N",""
"Cedar - East","27003900",2020-07-27,"MPRB",5.5,12.48,"cfu","N",""
"Cedar - Main","27003900",2020-07-27,"MPRB",494,20.87,"cfu","N",""
"Cedar - Point","27003900",2020-07-27,"MPRB",3,5.75,"cfu","N",""
"Hiawatha","27001800",2020-07-27,"MPRB",34.5,142.22,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-08-03,"MPRB",7,34.81,"cfu","N",""
"Harriet - SE","27001600",2020-08-03,"MPRB",4,12.51,"cfu","N",""
"Hiawatha","27001800",2020-08-03,"MPRB",49,82.29,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-03,"MPRB",1.5,14.35,"cfu","N",""
"Nokomis - Main","27001900",2020-08-03,"MPRB",12,24.17,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-03,"MPRB",19,12.12,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-08-03,"MPRB",15,43.79,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-03,"MPRB",7.5,20.74,"cfu","N",""
"Wirth","27003700",2020-08-03,"MPRB",1,6.73,"cfu","N",""
"Cedar - East","27003900",2020-08-03,"MPRB",1.5,7.17,"cfu","N",""
"Cedar - Main","27003900",2020-08-03,"MPRB",2,11.43,"cfu","N",""
"Cedar - Point","27003900",2020-08-03,"MPRB",1.5,3.52,"cfu","N",""
"Harriet - Main","27001600",2020-08-10,"MPRB",243,38.48,"cfu","N",""
"Harriet - SE","27001600",2020-08-10,"MPRB",1161.5,21.24,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-10,"MPRB",571.33,22.63,"cfu","N",""
"Nokomis - Main","27001900",2020-08-10,"MPRB",886.5,26.79,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-10,"MPRB",1210,27.57,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-08-10,"MPRB",368.5,39.43,"cfu","N",""
"Wirth","27003700",2020-08-10,"MPRB",369.5,14.59,"cfu","N",""
"Cedar - East","27003900",2020-08-10,"MPRB",10.5,4.97,"cfu","N",""
"Cedar - Main","27003900",2020-08-10,"MPRB",302.5,17.34,"cfu","N",""
"Cedar - Point","27003900",2020-08-10,"MPRB",88.5,4.37,"cfu","N",""
"Hiawatha","27001800",2020-08-10,"MPRB",2420,94.9,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2020-08-10,"MPRB",2420,45.03,"cfu","Y","ecoli_1dayGM"
"Hiawatha","27001800",2020-08-12,"MPRB",230,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-12,"MPRB",77.5,NA,"cfu","N",""
"Harriet - Main","27001600",2020-08-17,"MPRB",16,37.18,"cfu","N",""
"Harriet - SE","27001600",2020-08-17,"MPRB",64.33,38.03,"cfu","N",""
"Hiawatha","27001800",2020-08-17,"MPRB",120.5,101.64,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-17,"MPRB",585.5,31.82,"cfu","N",""
"Nokomis - Main","27001900",2020-08-17,"MPRB",67,45.97,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-17,"MPRB",48.5,37.44,"cfu","N",""
"Bde Maka Ska - Main","27003100",2020-08-17,"MPRB",142,59.27,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-17,"MPRB",4,30.74,"cfu","N",""
"Wirth","27003700",2020-08-17,"MPRB",216,13.79,"cfu","N",""
"Cedar - East","27003900",2020-08-17,"MPRB",5.5,4.41,"cfu","N",""
"Cedar - Main","27003900",2020-08-17,"MPRB",14.5,23.05,"cfu","N",""
"Cedar - Point","27003900",2020-08-17,"MPRB",112.5,8.52,"cfu","N",""
"Harriet - Main","27001600",2020-08-24,"MPRB",86.67,35.68,"cfu","N",""
"Hiawatha","27001800",2020-08-24,"MPRB",61.5,124.84,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-24,"MPRB",13.5,35.79,"cfu","N",""
"Nokomis - Main","27001900",2020-08-24,"MPRB",11.5,41.58,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2020-08-24,"MPRB",796.5,107.94,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2020-08-24,"MPRB",159.5,50,"cfu","N",""
"Wirth","27003700",2020-08-24,"MPRB",590.5,41.14,"cfu","N",""
"Cedar - East","27003900",2020-08-24,"MPRB",11.5,5.59,"cfu","N",""
"Cedar - Main","27003900",2020-08-24,"MPRB",12,34.93,"cfu","N",""
"Cedar - Point","27003900",2020-08-24,"MPRB",4.5,11.51,"cfu","N",""
"Harriet - SE","27001600",2020-08-24,"MPRB",2420,115.16,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - Main","27003100",2020-08-24,"MPRB",1266.5,146.98,"cfu","Y","ecoli_1dayGM"
"Harriet - SE","27001600",2020-08-26,"MPRB",29.33,NA,"cfu","N",""
"Harriet - Main","27001600",2020-08-31,"MPRB",7,27.77,"cfu","N",""
"Nokomis - 50th","27001900",2020-08-31,"MPRB",38,48.1,"cfu","N",""
"Nokomis - Main","27001900",2020-08-31,"MPRB",31,49.48,"cfu","N",""
"Wirth","27003700",2020-08-31,"MPRB",323.5,108.8,"cfu","N",""
"Cedar - East","27003900",2020-08-31,"MPRB",2.5,4.78,"cfu","N",""
"Cedar - Main","27003900",2020-08-31,"MPRB",101.5,25.45,"cfu","N",""
"Cedar - Point","27003900",2020-08-31,"MPRB",11,14.92,"cfu","N",""
"Harriet - SE","27001600",2020-08-31,"MPRB",672.5,217.47,"cfu","Y","ecoli_30dayGM"
